active,airbnb_host_id,airbnb_property_id,latitude,longitude,number_of_reservations,property_id,property_type,reporting_month,reservation_days,sa1,sa2,sa2name,scraped_during_month,state
FALSE,25051952,4870085,-36.85125,174.87702,0,ab-4870085,House,2020-12-01,0,7006624,144000,Glendowie North,TRUE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-01-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-02-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
TRUE,25137145,4886032,-36.91548,174.88813,2,ab-4886032,Guesthouse,2020-03-01,19,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
TRUE,25137145,4886032,-36.91548,174.88813,1,ab-4886032,Guesthouse,2020-04-01,25,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-05-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-06-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-07-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-08-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-09-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-10-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25137145,4886032,-36.91548,174.88813,0,ab-4886032,Guesthouse,2020-11-01,0,7008809,151500,Pakuranga Heights South West,FALSE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-01-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-02-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-03-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-04-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-05-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-06-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-07-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-08-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-09-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-10-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-11-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,25204124,4897067,-36.78261,174.70777,0,ab-4897067,Residential home,2020-12-01,0,7002507,122100,Bayview South,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-01-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-02-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
TRUE,5022617,4903634,-36.86857,174.7569,2,ab-4903634,Loft,2020-03-01,8,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-04-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-05-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-06-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-07-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-08-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-09-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-10-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-11-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
FALSE,5022617,4903634,-36.86857,174.7569,0,ab-4903634,Loft,2020-12-01,0,7005380,136000,Eden Terrace,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,3,ab-4908639,Residential home,2020-01-01,5,7007262,132500,Konini,TRUE,Auckland
FALSE,20136195,4908639,-36.924,174.649,0,ab-4908639,Residential home,2020-02-01,0,7007262,132500,Konini,TRUE,Auckland
FALSE,20136195,4908639,-36.924,174.649,0,ab-4908639,Residential home,2020-03-01,0,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,2,ab-4908639,Residential home,2020-04-01,2,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,0,ab-4908639,Residential home,2020-05-01,0,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,1,ab-4908639,Residential home,2020-06-01,1,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,2,ab-4908639,Residential home,2020-07-01,7,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,1,ab-4908639,Residential home,2020-08-01,1,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,1,ab-4908639,Residential home,2020-09-01,1,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,0,ab-4908639,Residential home,2020-10-01,0,7007262,132500,Konini,TRUE,Auckland
FALSE,20136195,4908639,-36.924,174.649,0,ab-4908639,Residential home,2020-11-01,0,7007262,132500,Konini,TRUE,Auckland
TRUE,20136195,4908639,-36.924,174.649,1,ab-4908639,Residential home,2020-12-01,6,7007262,132500,Konini,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,2,ab-4909260,Cabin,2020-01-01,2,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-02-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-03-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,2,ab-4909260,Cabin,2020-04-01,2,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-05-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-06-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-07-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-08-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-09-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-10-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,3,ab-4909260,Cabin,2020-11-01,3,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,13360325,4909260,-36.90032,174.67624,1,ab-4909260,Cabin,2020-12-01,1,7004285,132300,New Lynn North,TRUE,Auckland
TRUE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-01-01,20,7003387,151100,Onetangi,TRUE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-02-01,0,7003387,151100,Onetangi,TRUE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-03-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-04-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-05-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-06-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-07-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-08-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-09-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-10-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-11-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,25325303,4917311,-36.79862,175.07188,0,ab-4917311,House,2020-12-01,0,7003387,151100,Onetangi,FALSE,Auckland
FALSE,11531090,4933807,-36.74721,174.76131,0,ab-4933807,Apartment,2020-01-01,0,7003139,122200,Campbells Bay,FALSE,Auckland
FALSE,11531090,4933807,-36.74721,174.76131,0,ab-4933807,Apartment,2020-02-01,0,7003139,122200,Campbells Bay,FALSE,Auckland
FALSE,11531090,4933807,-36.74721,174.76131,0,ab-4933807,Apartment,2020-03-01,0,7003139,122200,Campbells Bay,FALSE,Auckland
FALSE,11531090,4933807,-36.74721,174.76131,0,ab-4933807,Apartment,2020-04-01,0,7003139,122200,Campbells Bay,FALSE,Auckland
FALSE,11531090,4933807,-36.74721,174.76131,0,ab-4933807,Apartment,2020-05-01,0,7003139,122200,Campbells Bay,FALSE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,4,ab-4937019,Residential home,2020-01-01,20,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,6,ab-4937019,Residential home,2020-02-01,23,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,4,ab-4937019,Residential home,2020-03-01,7,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,0,ab-4937019,Residential home,2020-04-01,0,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,0,ab-4937019,Residential home,2020-05-01,0,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,0,ab-4937019,Residential home,2020-06-01,0,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,2,ab-4937019,Residential home,2020-07-01,2,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,0,ab-4937019,Residential home,2020-08-01,0,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,1,ab-4937019,Residential home,2020-09-01,6,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,2,ab-4937019,Residential home,2020-10-01,5,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,1,ab-4937019,Residential home,2020-11-01,5,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937019,-36.92071,174.65924,1,ab-4937019,Residential home,2020-12-01,3,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,0,ab-4937254,Rental unit,2020-01-01,17,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,0,ab-4937254,Rental unit,2020-02-01,19,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,0,ab-4937254,Rental unit,2020-03-01,14,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,0,ab-4937254,Rental unit,2020-04-01,4,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,0,ab-4937254,Rental unit,2020-05-01,2,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,1,ab-4937254,Rental unit,2020-06-01,1,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,2,ab-4937254,Rental unit,2020-07-01,4,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,4,ab-4937254,Rental unit,2020-08-01,11,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,1,ab-4937254,Rental unit,2020-09-01,4,7007298,131500,Glen Eden Central,TRUE,Auckland
FALSE,234911,4937254,-36.92016,174.65725,0,ab-4937254,Rental unit,2020-10-01,0,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,1,ab-4937254,Rental unit,2020-11-01,5,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,234911,4937254,-36.92016,174.65725,4,ab-4937254,Rental unit,2020-12-01,10,7007298,131500,Glen Eden Central,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,3,ab-4937639,Cabin,2020-01-01,8,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,5,ab-4937639,Cabin,2020-02-01,11,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,4,ab-4937639,Cabin,2020-03-01,9,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,3,ab-4937639,Cabin,2020-04-01,20,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,1,ab-4937639,Cabin,2020-05-01,1,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,0,ab-4937639,Cabin,2020-06-01,0,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,3,ab-4937639,Cabin,2020-07-01,5,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,3,ab-4937639,Cabin,2020-08-01,3,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,2,ab-4937639,Cabin,2020-09-01,3,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,7,ab-4937639,Cabin,2020-10-01,8,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,2,ab-4937639,Cabin,2020-11-01,4,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4937639,-36.79794,175.0843,3,ab-4937639,Cabin,2020-12-01,5,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,3,ab-4938499,Chalet,2020-01-01,12,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,4,ab-4938499,Chalet,2020-02-01,7,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,3,ab-4938499,Chalet,2020-03-01,5,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,1,ab-4938499,Chalet,2020-04-01,4,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,1,ab-4938499,Chalet,2020-05-01,3,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,0,ab-4938499,Chalet,2020-06-01,0,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,5,ab-4938499,Chalet,2020-07-01,12,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,3,ab-4938499,Chalet,2020-08-01,5,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,6,ab-4938499,Chalet,2020-09-01,10,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,11,ab-4938499,Chalet,2020-10-01,24,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,5,ab-4938499,Chalet,2020-11-01,9,7003394,151100,Onetangi,TRUE,Auckland
TRUE,10494212,4938499,-36.79832,175.08619,2,ab-4938499,Chalet,2020-12-01,7,7003394,151100,Onetangi,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,7,ab-4942255,Rental unit,2020-01-01,15,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,3,ab-4942255,Rental unit,2020-02-01,12,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,4,ab-4942255,Rental unit,2020-03-01,12,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,0,ab-4942255,Rental unit,2020-04-01,0,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,1,ab-4942255,Rental unit,2020-05-01,1,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,0,ab-4942255,Rental unit,2020-06-01,0,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,1,ab-4942255,Rental unit,2020-07-01,8,7005400,137800,Mount Eden North,TRUE,Auckland
FALSE,25153748,4942255,-36.87573,174.76119,0,ab-4942255,Rental unit,2020-08-01,0,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,0,ab-4942255,Rental unit,2020-09-01,0,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,2,ab-4942255,Rental unit,2020-10-01,12,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,0,ab-4942255,Rental unit,2020-11-01,0,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,25153748,4942255,-36.87573,174.76119,1,ab-4942255,Rental unit,2020-12-01,1,7005400,137800,Mount Eden North,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,8,ab-4948088,Chalet,2020-01-01,16,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,10,ab-4948088,Chalet,2020-02-01,19,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,4,ab-4948088,Chalet,2020-03-01,10,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,2,ab-4948088,Chalet,2020-04-01,10,7003369,147600,Surfdale,TRUE,Auckland
FALSE,7588792,4948088,-36.78849,175.03454,0,ab-4948088,Chalet,2020-05-01,0,7003369,147600,Surfdale,TRUE,Auckland
FALSE,7588792,4948088,-36.78849,175.03454,0,ab-4948088,Chalet,2020-06-01,0,7003369,147600,Surfdale,TRUE,Auckland
FALSE,7588792,4948088,-36.78849,175.03454,0,ab-4948088,Chalet,2020-07-01,0,7003369,147600,Surfdale,TRUE,Auckland
FALSE,7588792,4948088,-36.78849,175.03454,0,ab-4948088,Chalet,2020-08-01,0,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,3,ab-4948088,Chalet,2020-09-01,4,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,6,ab-4948088,Chalet,2020-10-01,14,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,6,ab-4948088,Chalet,2020-11-01,15,7003369,147600,Surfdale,TRUE,Auckland
TRUE,7588792,4948088,-36.78849,175.03454,9,ab-4948088,Chalet,2020-12-01,18,7003369,147600,Surfdale,TRUE,Auckland
FALSE,25529595,4957437,-36.79986,174.69023,0,ab-4957437,Villa,2020-01-01,0,7002453,121800,Beach Haven West,FALSE,Auckland
FALSE,25529595,4957437,-36.79986,174.69023,0,ab-4957437,Villa,2020-02-01,0,7002453,121800,Beach Haven West,FALSE,Auckland
FALSE,25529595,4957437,-36.79986,174.69023,0,ab-4957437,Villa,2020-03-01,0,7002453,121800,Beach Haven West,FALSE,Auckland
FALSE,25529595,4957437,-36.79986,174.69023,0,ab-4957437,Villa,2020-04-01,0,7002453,121800,Beach Haven West,FALSE,Auckland
FALSE,25529595,4957437,-36.79986,174.69023,0,ab-4957437,Villa,2020-05-01,0,7002453,121800,Beach Haven West,FALSE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,3,ab-4976641,Cabin,2020-01-01,10,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,2,ab-4976641,Cabin,2020-02-01,22,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,1,ab-4976641,Cabin,2020-03-01,2,7003410,117100,Waitakere Ranges North,TRUE,Auckland
FALSE,25653222,4976641,-36.8694,174.4919,0,ab-4976641,Cabin,2020-04-01,0,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,1,ab-4976641,Cabin,2020-05-01,1,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,1,ab-4976641,Cabin,2020-06-01,7,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,0,ab-4976641,Cabin,2020-07-01,0,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,0,ab-4976641,Cabin,2020-08-01,0,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,1,ab-4976641,Cabin,2020-09-01,2,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,0,ab-4976641,Cabin,2020-10-01,0,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,0,ab-4976641,Cabin,2020-11-01,0,7003410,117100,Waitakere Ranges North,TRUE,Auckland
TRUE,25653222,4976641,-36.8694,174.4919,0,ab-4976641,Cabin,2020-12-01,0,7003410,117100,Waitakere Ranges North,TRUE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-01-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-02-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-03-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-04-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-05-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-06-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-07-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-08-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-09-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-10-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,2150213,4988946,-36.80975,174.79189,0,ab-4988946,House,2020-11-01,0,7003335,129300,Belmont (Auckland),FALSE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-01-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-02-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-03-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-04-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-05-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-06-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-07-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-08-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-09-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-10-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-11-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,20097209,4990106,-36.81522,174.62422,0,ab-4990106,Residential home,2020-12-01,0,7003607,119800,West Harbour West,TRUE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-01-01,0,7007161,137500,Laingholm,TRUE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-02-01,0,7007161,137500,Laingholm,TRUE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-03-01,0,7007161,137500,Laingholm,FALSE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-04-01,0,7007161,137500,Laingholm,FALSE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-05-01,0,7007161,137500,Laingholm,FALSE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-06-01,0,7007161,137500,Laingholm,FALSE,Auckland
FALSE,12655651,4990433,-36.95721,174.63579,0,ab-4990433,House,2020-07-01,0,7007161,137500,Laingholm,FALSE,Auckland
